start;end;Project;Country;Watershed;siteID;W1stvex;W2stvex;status;landuse;type.protection;National.Park;Other.Park.or.general.Reservee.gregional;Natura.2000;Ramsar;Type.of.water.body;Sediment.type;Capture.your.location;latitude;longitude;altitude;precision;Sampling.Time;Sampling.Date;Water.TemperatureC;pH;SPC;Cond;O2%;dO2;Turbidity;Turbidity.Units;leafsp;Quercusoak;Piceaspruce;Acermaple;Ulmuselm;Fagusbeech;Betulabirch;Populuspoplar;Salixwillow;Fraxinusash;Pinuspine;Otherdefine.in.comments.at.end;Additional.field.notes.or.comments;id;uuid;submissiontime;validationstatus;notes;status.1;submittedby;version;tags;index
2023-12-01T12:19:20.049+02:00;2024-04-29T15:23:34.444+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ1T2;660;NA;Protected area;Grassland, meadow, similar;Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);silt or mud;59.189614 26.190677 0 0;59.189614;26.190677;0;0;15:45:00.000+02:00;2023-11-30;3.5;7.82;470.8;277.6;83;10.72;8.3;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;292576015;5c6a4a30-4c87-41a7-8cba-8da51af43f24;2023-12-01T12:21:12;;NA;submitted_via_web;kpanksep;v5CxJWaLSUmsdhg44TWR9i;NA;199
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-01T12:31:58.861+00:00;2024-04-29T15:29:55.327+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ8T2;660;NA;Non-protected area;Agriculture-plant;;NA;NA;NA;NA;Reservoir (with human constructed dam);silt or mud;59.244836 26.056341 0 0;59.244836;26.056341;0;0;14:45:00.000+02:00;2023-11-30;0.1;7.94;562;294.6;80.7;11.46;1;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;292579395;f69e4057-a0da-4ec6-920a-73f73ddf1bc3;2023-12-01T12:31:58;;NA;submitted_via_web;kpanksep;v5CxJWaLSUmsdhg44TWR9i;NA;200
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-01T12:38:53.194+00:00;2024-04-29T14:54:07.318+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ11T2;660;NA;Non-protected area;Grassland, meadow, similar;;NA;NA;NA;NA;Stream or river (lotic);silt or mud;59.259832 26.004145 0 0;59.259832;26.004145;0;0;14:15:00.000+02:00;2023-11-30;1.9;7.92;580;324.1;88.4;11.94;1.1;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;292581191;537c3bbc-f598-466d-a3e2-3e78f1983227;2023-12-01T12:38:53;;NA;submitted_via_web;kpanksep;v5CxJWaLSUmsdhg44TWR9i;NA;201
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-01T12:47:32.829+00:00;2024-04-29T15:22:42.870+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ22T2;660;NA;Protected area;Grassland, meadow, similar;Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);silt or mud;59.468282 25.790413 0 0;59.468282;25.790413;0;0;11:20:00.000+02:00;2023-11-30;0;8;452.9;236.3;90.8;13.3;4.3;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;292584213;8d23f2b7-7d26-4c99-9a69-8ed486d4e6f6;2023-12-01T12:47:32;;NA;submitted_via_web;kpanksep;v5CxJWaLSUmsdhg44TWR9i;NA;202
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-01T12:54:56.162+00:00;2024-04-29T15:19:13.013+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ24T2;660;NA;Protected area;Urban-residential;National Park Natura 2000;1;0;1;0;Stream or river (lotic);silt or mud;59.540905 25.738767 0 0;59.540905;25.738767;0;0;12:00:00.000+02:00;2023-11-30;0;8.22;438.2;228.7;98.9;14.27;1.6;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;292586314;41c1970b-35cc-4119-a932-90f5691e5bda;2023-12-01T12:54:56;;NA;submitted_via_web;kpanksep;v5CxJWaLSUmsdhg44TWR9i;NA;203
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-01T13:02:13.585+00:00;2023-12-01T15:05:33.745+02:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ27T2;600;NA;Non-protected area;Urban/Industrial;;NA;NA;NA;NA;Stream or river (lotic);sand;59.583035 25.711606 0 0;59.583035;25.711606;0;0;12:20:00.000+02:00;2023-11-30;0;8.23;433.9;226;97.6;14.09;2.1;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;292588341;2e104f44-2f4b-4ff2-92f0-971cc62f9133;2023-12-01T13:02:13;;NA;submitted_via_web;kpanksep;v5CxJWaLSUmsdhg44TWR9i;NA;204
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-01T13:06:11.880+00:00;2023-12-01T15:08:05.882+02:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ30T2;660;NA;Non-protected area;Urban/Industrial;;NA;NA;NA;NA;Estuarine (brackish);sand;59.582462 25.706304 0 0;59.582462;25.706304;0;0;13:05:00.000+02:00;2023-11-30;0.1;8.15;649;339;97;13.94;2.6;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;292589958;c1b97d5c-57ab-4c22-b75d-a57ec9c391a0;2023-12-01T13:06:11;;NA;submitted_via_web;kpanksep;v5CxJWaLSUmsdhg44TWR9i;NA;205
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-04T11:14:15.421+01:00;2024-06-01T11:03:06.525+02:00;FUNACTION;Switzerland;Ticino-Po Ch  (TS);TI16T2;1600;NA;Protected area;;Ramsar;0;0;0;1;Lake or pond (lentic);gravel;46.16374 8.857195 193 6;46.16374;8.857195;193;6;08:47:00.000+01:00;2023-12-01;9.2;7.37;NA;142.8;88.8;9.85;NA;;Other (define in comments at end);0;0;0;0;0;0;0;0;0;0;1;leaf litter: leaves and roots from Phragmites;293257425;28fe17ea-1691-41b1-8c69-498514c95b7d;2023-12-04T10:21:19;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;206
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-04T11:21:02.992+01:00;2024-06-01T11:19:25.424+02:00;FUNACTION;Switzerland;Ticino-Po Ch  (TS);TI19T2;2000;NA;Protected area;;Ramsar;0;0;0;1;Stream or river (lotic);silt or mud;46.15538 8.861961 193 0;46.15538;8.861961;193;0;10:15:00.000+01:00;2023-12-01;6.7;7.56;NA;281;96;11.32;NA;;Acer (maple) Other (define in comments at end);0;0;1;0;0;0;0;0;0;0;1;Leaf litter: Alder, Acer, Platanoides, Sorbus acuparia;293259977;166f0700-1197-4bff-a5bd-d6265d5cfc47;2023-12-04T10:27:23;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;207
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-04T11:27:22.332+01:00;2024-06-01T11:27:55.354+02:00;FUNACTION;Switzerland;Ticino-Po Ch  (TS);TI20T2;650;NA;Protected area;;Ramsar;0;0;0;1;Lake or pond (lentic);rock (typically larger than adult fist);46.15086 8.865688 193 0;46.15086;8.865688;193;0;11:23:00.000+01:00;2023-12-01;9.9;7.33;NA;330;56;6.17;NA;;Other (define in comments at end);0;0;0;0;0;0;0;0;0;0;1;Leaf litter: Phragmites;293261488;3eb34db7-5de2-426d-b300-9bd142bf9443;2023-12-04T10:31:57;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;208
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-04T11:31:56.052+01:00;2024-06-01T11:40:27.696+02:00;FUNACTION;Switzerland;Ticino-Po Ch  (TS);TI21T2;1600;NA;Non-protected area;Agriculture-plant;;NA;NA;NA;NA;Lake or pond (lentic);sand;46.16687 8.953166 205 0;46.16687;8.953166;205;0;13:25:00.000+01:00;2023-12-01;5.4;8.42;NA;81.6;111.9;13.63;NA;;Quercus (oak) Populus (poplar) Fraxinus (ash);1;0;0;0;0;0;1;0;1;0;0;Observations: temperature, oxygen saturation and dissolved with question mark!;293263108;bf19febf-1d5b-4c00-9e21-90ba4cf2dfbc;2023-12-04T10:36:06;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;209
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-04T11:36:05.504+01:00;2024-06-01T11:47:15.296+02:00;FUNACTION;Switzerland;Ticino-Po Ch  (TS);TI22T2;950;NA;Non-protected area;;;NA;NA;NA;NA;Stream or river (lotic);;46.17113 8.937109 205 0;46.17113;8.937109;205;0;14:15:00.000+01:00;2023-12-01;5.7;7.37;NA;74.3;91.9;11.09;NA;;Betula (birch) Other (define in comments at end);0;0;0;0;0;1;0;0;0;0;1;leaf litter: Juglans;293267772;8f695021-11ca-4798-b3b0-ef4cb91b1965;2023-12-04T10:47:14;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;210
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-12-04T11:47:13.770+01:00;2024-06-01T11:56:25.767+02:00;FUNACTION;Switzerland;Ticino-Po Ch  (TS);TI23T2;1400;NA;Non-protected area;Urban-residential;;NA;NA;NA;NA;Stream or river (lotic);sand;46.21604 9.0393 235 4.5;46.21604;9.0393;235;4.5;15:13:00.000+01:00;2023-12-01;6.8;7.87;NA;228;104;11.27;NA;;Acer (maple) Other (define in comments at end);0;0;1;0;0;0;0;0;0;0;1;leaf litter: Acer, Platanus branches;293269341;6a24c9a8-d44c-4109-9c3b-cb73cc3e61a8;2023-12-04T10:50:26;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;211
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T09:29:07.135-00:00;2024-05-06T17:56:59.506+01:00;FUNACTION;Portugal;Cavado River (CA);CA_07_T1;300;300;Non-protected area;Grassland, meadow, similar;;NA;NA;NA;NA;Stream or river (lotic);gravel;41.8271967 -7.8120028 924 0;41.8271967;-7.8120028;924;0;11:07:00.000-00:00;2023-11-21;8.3;6.75;NA;28.5;102;10.78;NA;;Quercus (oak) Betula (birch) Salix (willow);1;0;0;0;0;1;0;1;0;0;0;cloudy, wind. Morphology foam (yes), morphology filtered 250ml. Water for chemical analysis (USID-C2) =35ml;303902901;423c47d0-a0ba-4c92-ae42-09a622a8c4cc;2024-01-10T11:04:17;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;212
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T12:19:59.599-00:00;2024-05-06T17:57:28.798+01:00;FUNACTION;Portugal;Cavado River (CA);CA_08_T1;1250;1350;Non-protected area;Grassland, meadow, similar;;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);41.8386186 -7.8310331 925 0;41.8386186;-7.8310331;925;0;12:18:00.000-00:00;2023-11-21;9.1;6.65;NA;16.2;108;10.4;NA;;Quercus (oak) Betula (birch) Salix (willow);1;0;0;0;0;1;0;1;0;0;0;cloudy. Morpholofy foam (yes), morphology filtered 250ml. Water for chemical analysis (lUSID-C2) =40ml;303903045;3aedf517-e672-4ce4-9b1e-9a68b26c6727;2024-01-10T11:04:44;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;213
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T12:24:31.118-00:00;2024-05-06T17:58:03.376+01:00;FUNACTION;Portugal;Cavado River (CA);CA_09_T1;1650;1650;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);sand;41.8334091 -7.8476672 945 0;41.8334091;-7.8476672;945;0;13:45:00.000-00:00;2023-11-21;8.9;6.78;NA;13.9;103.3;10.67;NA;;Quercus (oak) Fagus (beech) Salix (willow);1;0;0;0;1;0;0;1;0;0;0;Cloudy. Morpholofy foam (yes), morphology filtered 250ml. Water for chemical analysis (lUSID-C2) =40ml;303903171;b7fb9c80-2f2a-4cbc-bc50-33cd29749a0a;2024-01-10T11:05:08;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;214
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T12:32:16.303-00:00;2024-05-06T17:59:33.987+01:00;FUNACTION;Portugal;Cavado River (CA);CA_11_T1;200;200;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Reservoir (with human constructed dam);silt or mud;41.8009948 -7.8760104 890 0;41.8009948;-7.8760104;890;0;15:53:00.000-00:00;2023-11-21;10.4;6.54;NA;21.8;88.5;9.12;NA;;Quercus (oak) Salix (willow) Other (define in comments at end);1;0;0;0;0;0;0;1;0;0;1;Water for chemical analysis (label USID-C2) - only 20ml filtered. Could not take sediment, it was soil submerse. Morpholofy foam (yes), morphology filtered 250ml. Other plant taxa = Platanus;303903532;31b4e146-f3bb-46e2-a34d-71fe92e24a32;2024-01-10T11:06:03;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;215
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T12:47:14.166-00:00;2024-05-06T18:03:04.364+01:00;FUNACTION;Portugal;Cavado River (CA);CA_12_T1;1600;1600;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);gravel;41.7220172 -8.3020515 89 0;41.7220172;-8.3020515;89;0;08:48:00.000-00:00;2023-11-22;11;6.34;NA;24.2;97.6;9.57;NA;;Quercus (oak) Ulmus (elm) Betula (birch) Other (define in comments at end);1;0;0;1;0;1;0;0;0;0;1;Sunny. Morphology foam (yes), Morphology filtered 250ml. Water for chemical analysis (lUSID-C2) =40ml. Other plant taxa =Platanus;303903620;94d9a32a-27d1-4ce8-a993-c08d85350694;2024-01-10T11:06:24;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;216
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T12:51:23.640-00:00;2024-05-06T18:01:04.531+01:00;FUNACTION;Portugal;Cavado River (CA);CA_13_T1;1850;1850;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);41.7519039 -8.1994586 618 0;41.7519039;-8.1994586;618;0;10:42:00.000-00:00;2023-11-22;11.1;5.74;NA;19.5;89.2;9.22;NA;;Quercus (oak) Salix (willow);1;0;0;0;0;0;0;1;0;0;0;sunny. Morpholofy foam (yes), morphology filtered 250ml. Water for chemical analysis (lUSID-C2) =40ml.;303903736;7c513843-6b2e-41f5-8337-3e3e7839c9ea;2024-01-10T11:06:51;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;217
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T12:54:37.460-00:00;2024-05-06T18:03:57.420+01:00;FUNACTION;Portugal;Cavado River (CA);CA_14_T1;3000;3000;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);National Park;1;0;0;0;Stream or river (lotic);rock (typically larger than adult fist);41.6929538 -8.1999679 153 0;41.6929538;-8.1999679;153;0;13:27:00.000-00:00;2023-11-22;12.8;6.98;NA;22.2;103;10.85;NA;;Quercus (oak);1;0;0;0;0;0;0;0;0;0;0;Morpholofy foam (yes), morphology filtered 250ml. Water for chemical analysis (lUSID-C2) =40ml.;303903835;5dea99b1-6bb8-4f12-a0c1-0592b507fbe9;2024-01-10T11:07:17;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;218
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T13:01:42.966-00:00;2024-05-06T18:04:26.916+01:00;FUNACTION;Portugal;Cavado River (CA);CA_15_T1;550;550;Protected area;Urban-residential;National Park;1;0;0;0;Reservoir (with human constructed dam);sand;41.6796532 -8.1756339 147 0;41.6796532;-8.1756339;147;0;15:29:00.000-00:00;2023-11-22;14.4;6.01;NA;21.4;95;9.63;NA;;Quercus (oak) Other (define in comments at end);1;0;0;0;0;0;0;0;0;0;1;Sunny. Morpholofy foam (yes), morphology filtered 250ml. Water for chemical analysis (lUSID-C2) =40ml. Other plant taxa =Castanea;303903922;2813db51-e4d2-4042-8b0e-c31b720727de;2024-01-10T11:07:35;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;219
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T13:25:25.521-00:00;2024-05-06T18:04:55.137+01:00;FUNACTION;Portugal;Cavado River (CA);CA_16_T1;1400;1400;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);41.6449614 -8.314225 39 0;41.6449614;-8.314225;39;0;08:11:00.000-00:00;2023-11-24;12.4;6.28;NA;31.1;95.9;10.24;NA;;Quercus (oak) Other (define in comments at end);1;0;0;0;0;0;0;0;0;0;1;Sunny. Morphology foam (yes), Morphology filtered 250ml. Water for chemical analysis (lUSID-C2) =40ml. Other plant taxa =Platanus, Eucalyptus;303904065;ca7fa37d-4d5f-4f23-8247-6950040279a4;2024-01-10T11:08:00;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;220
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T13:30:52.107-00:00;2024-05-06T18:05:28.304+01:00;FUNACTION;Portugal;Cavado River (CA);CA_17_T1;3250;3250;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);41.6751822 -8.2558635 392 0;41.6751822;-8.2558635;392;0;09:57:00.000-00:00;2023-11-24;11.1;6.12;NA;18.1;98.2;10.4;NA;;Quercus (oak) Salix (willow) Other (define in comments at end);1;0;0;0;0;0;0;1;0;0;1;Sunny. Morpholofy foam (yes), morphology filtered 500ml. Water for chemical analysis (lUSID-C2) =40ml. Other plant taxa =Platanus;303904669;3578e07f-8615-429b-b745-961410e70b42;2024-01-10T11:10:09;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;221
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T13:33:56.585-00:00;2024-05-06T18:06:17.988+01:00;FUNACTION;Portugal;Cavado River (CA);CA_18_T1;300;300;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Reservoir (with human constructed dam);gravel;41.7500049 -7.8505143 869 0;41.7500049;-7.8505143;869;0;08:52:00.000-00:00;2023-11-27;11.4;6.52;NA;19.5;87.1;8.6;NA;;Ulmus (elm) Salix (willow);0;0;0;1;0;0;0;1;0;0;0;Cloudy, foggy. Very few trees. Water for chemical analysis (label as USID-C2) - 25ml. Morpholofy foam (yes), morphology filtered 250ml;303904754;ed6156ff-b50e-4666-b2fb-af16845c9746;2024-01-10T11:10:26;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;222
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T13:38:20.578-00:00;2024-05-06T18:06:48.180+01:00;FUNACTION;Portugal;Cavado River (CA);CA_19_T1;400;400;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);41.7841956 -7.7743017 879 0;41.7841956;-7.7743017;879;0;10:25:00.000-00:00;2023-11-27;7.8;6.53;NA;24.2;100.1;10.8;NA;;Ulmus (elm) Betula (birch) Salix (willow);0;0;0;1;0;1;0;1;0;0;0;Few trees, some agriculture (extensive). Cloudy. Water for chemical analysis (label as USID-C2) - 25ml. Morpholofy foam (yes), morphology filtered 250ml;303904872;940a8a03-79cd-466e-8127-afdc057ce8d4;2024-01-10T11:10:43;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;223
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T13:42:24.093-00:00;2024-05-06T18:07:15.950+01:00;FUNACTION;Portugal;Cavado River (CA);CA_20_T1;3100;3100;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);41.7197767 -7.9042758 701 0;41.7197767;-7.9042758;701;0;13:56:00.000-00:00;2023-11-27;10.5;6.79;NA;14.8;104.9;10.79;NA;;Quercus (oak) Salix (willow);1;0;0;0;0;0;0;1;0;0;0;Cloudy. Morpholofy foam (yes), morphology filtered 250ml+250ml. Water for chemical analysis (lUSID-C2) =40ml.;303905073;bc8939ac-a7a8-49a8-b65b-7e02526c9931;2024-01-10T11:11:18;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;224
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-29T13:45:22.409-00:00;2024-05-06T18:07:47.536+01:00;FUNACTION;Portugal;Cavado River (CA);CA_21_T1;700;700;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Reservoir (with human constructed dam);rock (typically larger than adult fist);41.681711 -7.9797552 694 0;41.681711;-7.9797552;694;0;15:48:00.000-00:00;2023-11-27;12.5;6.11;NA;17.3;89.1;8.77;NA;;Quercus (oak) Betula (birch) Salix (willow);1;0;0;0;0;1;0;1;0;0;0;Cloudy. Morpholofy foam (no), morphology filtered 500ml. Water for chemical analysis (lUSID-C2) =40ml.;303905183;0b4aacc6-a8e4-4ccc-99d5-9819bcc82dc1;2024-01-10T11:11:40;;NA;submitted_via_web;dianagraca;v5CxJWaLSUmsdhg44TWR9i;NA;225
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
